"State","Grade","Subject","Percentile","Score.2024","Score.2022","Score.2019","Score.Change","Group"
"Alaska",8,"Reading","25th",219.312999725342,227.05299987793,229.020499420166,-9.70749969482401,"All students"
"Arizona",8,"Reading","25th",229.916998291016,234.59700012207,236.728997802734,-6.811999511718,"All students"
"Arkansas",8,"Reading","25th",230.995498657227,229.712498474121,234.564500427246,-3.56900177001901,"All students"
"California",8,"Reading","25th",226.893999481201,232.989498901367,233.741999816895,-6.848000335694,"All students"
"Colorado",8,"Reading","25th",241.351498413086,240.044499969483,245.558499145508,-4.20700073242199,"All students"
"Connecticut",8,"Reading","25th",235.979999542236,238.979000091553,246.273999023437,-10.293999481201,"All students"
"Delaware",8,"Reading","25th",222.768000030518,227.773501586914,235.167001342774,-12.399001312256,"All students"
"District of Columbia",8,"Reading","25th",221.878999328613,221.873999786377,223.116001129151,-1.237001800538,"All students"
"DoDEA",8,"Reading","25th",263.03699798584,264.204997253418,263.323503112793,-0.286505126952989,"All students"
"Florida",8,"Reading","25th",227.59649887085,235.316500854492,239.313499450684,-11.717000579834,"All students"
"Georgia",8,"Reading","25th",233.722998809814,234.818500518799,239.029498291016,-5.30649948120202,"All students"
"Hawaii",8,"Reading","25th",232.521001434326,234.109501647949,233.998998260498,-1.47799682617202,"All students"
"Idaho",8,"Reading","25th",237.844500732422,241.838499450684,246.161000061035,-8.31649932861299,"All students"
"Illinois",8,"Reading","25th",236.203498840332,238.339500427246,241.25350112915,-5.05000228881801,"All students"
"Indiana",8,"Reading","25th",235.494998931885,237.105500030518,243.034501647949,-7.53950271606402,"All students"
"Iowa",8,"Reading","25th",238.905000305176,238.162000274658,240.724499511719,-1.81949920654299,"All students"
"Kansas",8,"Reading","25th",232.287999725342,233.075498962402,241.737999725342,-9.45000000000002,"All students"
"Kentucky",8,"Reading","25th",233.231998443604,234.747499847412,239.92200088501,-6.69000244140599,"All students"
"Louisiana",8,"Reading","25th",231.752500915527,232.360499572754,234.462000274658,-2.709499359131,"All students"
"Maine",8,"Reading","25th",230.411000823975,231.302000427246,243.128000640869,-12.716999816894,"All students"
"Maryland",8,"Reading","25th",230.862999725342,231.52850112915,239.924500274658,-9.06150054931598,"All students"
"Massachusetts",8,"Reading","25th",243.404500579834,246.047998809814,251.585498046875,-8.18099746704098,"All students"
"Michigan",8,"Reading","25th",231.980499267578,233.686499786377,240.97200012207,-8.99150085449199,"All students"
"Minnesota",8,"Reading","25th",238.890000152588,238.877001190186,241.700501251221,-2.81050109863301,"All students"
"Mississippi",8,"Reading","25th",230.375500488281,229.789498138428,234.056999206543,-3.68149871826199,"All students"
"Missouri",8,"Reading","25th",230.745999145508,233.838998413086,241.548498535156,-10.802499389648,"All students"
"Montana",8,"Reading","25th",236.618500518799,239.694499206543,244.091499328613,-7.47299880981399,"All students"
"Nebraska",8,"Reading","25th",232.3375,236.521500396729,242.027499389649,-9.68999938964899,"All students"
"Nevada",8,"Reading","25th",226.747499847412,234.898497772217,234.890000152588,-8.14250030517599,"All students"
"New Hampshire",8,"Reading","25th",241.22200088501,240.161000823975,246.701501464844,-5.479500579834,"All students"
"New Jersey",8,"Reading","25th",239.866999816895,245.402001190186,245.350499725342,-5.48349990844699,"All students"
"New Mexico",8,"Reading","25th",219.389001464844,223.647501373291,226.077000427246,-6.68799896240199,"All students"
"New York",8,"Reading","25th",228.571499633789,236.545001220703,237.118501281738,-8.547001647949,"All students"
"North Carolina",8,"Reading","25th",229.802501678467,232.178999328613,239.291999053955,-9.48949737548801,"All students"
"North Dakota",8,"Reading","25th",235.942000579834,236.111499786377,242.783000946045,-6.84100036621101,"All students"
"Ohio",8,"Reading","25th",236.161499786377,237.801499176025,243.260499572754,-7.09899978637699,"All students"
"Oklahoma",8,"Reading","25th",224.185498809814,227.973000335693,239.063500213623,-14.878001403809,"All students"
"Oregon",8,"Reading","25th",229.891999053955,233.099001312256,239.969998931885,-10.07799987793,"All students"
"Pennsylvania",8,"Reading","25th",234.868497467041,233.761000823975,240.223500823975,-5.35500335693399,"All students"
"Rhode Island",8,"Reading","25th",231.127499389649,233.781500244141,238.016999816895,-6.88950042724602,"All students"
"South Carolina",8,"Reading","25th",228.190501403809,227.846000671387,235.637500762939,-7.44699935912999,"All students"
"South Dakota",8,"Reading","25th",237.411998748779,240.545999908447,241.58999786377,-4.177999114991,"All students"
"Tennessee",8,"Reading","25th",234.276499938965,232.883999633789,240.192499542236,-5.91599960327099,"All students"
"Texas",8,"Reading","25th",225.962999725342,232.517001342773,233.569000244141,-7.60600051879899,"All students"
"Utah",8,"Reading","25th",238.925499725342,242.737499237061,246.238997650146,-7.31349792480398,"All students"
"Vermont",8,"Reading","25th",232.238501739502,240.302499389649,245.558000183105,-13.319498443603,"All students"
"Virginia",8,"Reading","25th",231.07799987793,234.550498199463,238.019999694824,-6.941999816894,"All students"
"Washington",8,"Reading","25th",234.530501556396,238.211999511719,242.153499603272,-7.62299804687601,"All students"
"West Virginia",8,"Reading","25th",221.297500610352,224.779498291016,233.938998413086,-12.641497802734,"All students"
"Wisconsin",8,"Reading","25th",236.950499725342,238.941500854492,244.934001922608,-7.98350219726598,"All students"
"Wyoming",8,"Reading","25th",236.858499908447,238.79049911499,243.210999298096,-6.35249938964901,"All students"
"National",4,"Mathematics","25th",215.29400100708,214.128499603272,220.472998809814,-5.17899780273399,"All students"
"Alabama",4,"Mathematics","25th",215.628500366211,210.148500823975,210.455499267578,5.17300109863299,"All students"
"Alaska",4,"Mathematics","25th",199.376998138428,201.80899887085,211.277500152588,-11.90050201416,"All students"
"Arizona",4,"Mathematics","25th",208.361000061035,208.684999847412,216.804000091553,-8.44300003051799,"All students"
"Arkansas",4,"Mathematics","25th",208.455502319336,207.416998291016,214.175501251221,-5.71999893188499,"All students"
"California",4,"Mathematics","25th",208.60950012207,205.52149887085,213.516999816895,-4.90749969482502,"All students"
"Colorado",4,"Mathematics","25th",216.266999816894,214.192000579834,220.860000610352,-4.59300079345797,"All students"
"Connecticut",4,"Mathematics","25th",215.105499267578,212.550499725342,222.586001586914,-7.48050231933598,"All students"
"Delaware",4,"Mathematics","25th",209.864500427246,202.021001434326,218.086499786377,-8.22199935913099,"All students"
"District of Columbia",4,"Mathematics","25th",202.660499572754,197.368500518799,212.021999359131,-9.36149978637701,"All students"
"DoDEA",4,"Mathematics","25th",233.775999450684,233.21549987793,234.523501586914,-0.747502136229997,"All students"
"Florida",4,"Mathematics","25th",223.014000701904,221.231500244141,227.687500762939,-4.67350006103501,"All students"
"Georgia",4,"Mathematics","25th",214.492499542236,214.460500335693,216.445500183106,-1.95300064086999,"All students"
"Hawaii",4,"Mathematics","25th",217.098497772217,216.06900177002,217.94049987793,-0.842002105712993,"All students"
"Idaho",4,"Mathematics","25th",215.6494972229,215.245500183106,221.983500671387,-6.33400344848698,"All students"
"Illinois",4,"Mathematics","25th",212.803500366211,214.675998687744,216.660501861572,-3.85700149536098,"All students"
"Indiana",4,"Mathematics","25th",219.184499359131,218.032001495361,225.04700088501,-5.862501525879,"All students"
"Iowa",4,"Mathematics","25th",215.721000671387,220.192998504639,221.177501678467,-5.45650100707999,"All students"
"Kansas",4,"Mathematics","25th",215.373999023437,213.606499481201,218.860498046875,-3.486499023438,"All students"
"Kentucky",4,"Mathematics","25th",217.779499816895,214.076500701904,220.702500915527,-2.923001098632,"All students"
"Louisiana",4,"Mathematics","25th",213.981999206543,207.54049987793,212.340000915527,1.64199829101599,"All students"
"Maine",4,"Mathematics","25th",212.030500030518,213.958499145508,221.334000396728,-9.30350036620999,"All students"
"Maryland",4,"Mathematics","25th",207.427500152588,202.507999420166,215.018997955322,-7.59149780273398,"All students"
"Massachusetts",4,"Mathematics","25th",224.206500244141,219.091000366211,226.949001312256,-2.74250106811499,"All students"
"Michigan",4,"Mathematics","25th",212.725998687744,209.017000579834,215.299499511719,-2.573500823975,"All students"
"Minnesota",4,"Mathematics","25th",218.421501159668,217.375499725342,228.446500396729,-10.024999237061,"All students"
"Mississippi",4,"Mathematics","25th",220.674498748779,213.155500030518,223.034001159668,-2.35950241088901,"All students"
"Missouri",4,"Mathematics","25th",213.801499176025,210.108501434326,219.445999908447,-5.64450073242199,"All students"
"Montana",4,"Mathematics","25th",217.858499908447,220.031500244141,223.013999176025,-5.15549926757802,"All students"
"Nebraska",4,"Mathematics","25th",217.785000610352,220.467499542236,225.272999572754,-7.487998962402,"All students"
"Nevada",4,"Mathematics","25th",209.852998352051,207.972498321533,216.095498657227,-6.24250030517601,"All students"
"New Hampshire",4,"Mathematics","25th",221.077500152588,219.820500946045,226.650000762939,-5.572500610351,"All students"
"New Jersey",4,"Mathematics","25th",217.481499481201,216.365999603271,226.711500549317,-9.230001068116,"All students"
"New Mexico",4,"Mathematics","25th",200.677500152588,200.30000076294,211.392498779297,-10.714998626709,"All students"
"New York",4,"Mathematics","25th",210.622498321533,203.659001159668,215.648000335693,-5.02550201416003,"All students"
"North Carolina",4,"Mathematics","25th",216.964499664307,214.073500061035,221.867001342774,-4.90250167846699,"All students"
"North Dakota",4,"Mathematics","25th",221.458000946045,221.000498199463,224.709501647949,-3.25150070190401,"All students"
"Ohio",4,"Mathematics","25th",217.390000915527,215.798501586914,221.779000854492,-4.38899993896501,"All students"
"Oklahoma",4,"Mathematics","25th",212.645999908447,209.411000061035,219.393000030518,-6.747000122071,"All students"
"Oregon",4,"Mathematics","25th",204.326000976563,204.826502990723,214.413999938965,-10.087998962402,"All students"
"Pennsylvania",4,"Mathematics","25th",214.344000244141,215.363000488281,222.570999908447,-8.22699966430599,"All students"
"Puerto Rico",4,"Mathematics","25th",162.858999633789,159.131000518799,165.687001037598,-2.828001403809,"All students"
"Rhode Island",4,"Mathematics","25th",215.019497680664,212.423999023437,220.735499572754,-5.71600189209002,"All students"
"South Carolina",4,"Mathematics","25th",215.154001617432,213.421500396729,215.792500305176,-0.638498687744004,"All students"
"South Dakota",4,"Mathematics","25th",219.636000061035,219.538000488281,223.622501373291,-3.986501312256,"All students"
"Tennessee",4,"Mathematics","25th",218.438999176025,214.895499420166,218.923998260498,-0.484999084473003,"All students"
"Texas",4,"Mathematics","25th",219.384501647949,218.072499084473,224.250498962402,-4.86599731445298,"All students"
"Utah",4,"Mathematics","25th",220.101000976563,218.296000671387,223.24700012207,-3.14599914550701,"All students"
"Vermont",4,"Mathematics","25th",213.584998321533,212.611998748779,220.590500640869,-7.00550231933602,"All students"
"Virginia",4,"Mathematics","25th",215.750000762939,213.913999938965,227.946501922608,-12.196501159669,"All students"
"Washington",4,"Mathematics","25th",213.550001525879,212.719500732422,218.409998321533,-4.85999679565401,"All students"
"West Virginia",4,"Mathematics","25th",210.646500396728,206.943997955322,213.008000946045,-2.36150054931701,"All students"
"Wisconsin",4,"Mathematics","25th",216.867997741699,219.437998962402,220.444499969483,-3.57650222778398,"All students"
"Wyoming",4,"Mathematics","25th",224.620498657226,224.112499237061,228.351999664307,-3.73150100708099,"All students"
"National",8,"Mathematics","25th",244.673500823975,247.235000610352,254.816000366211,-10.142499542236,"All students"
"Alabama",8,"Mathematics","25th",234.255999755859,237.497998809815,244.000500488281,-9.74450073242201,"All students"
"Alaska",8,"Mathematics","25th",234.379500579834,243.962998962402,247.250999450684,-12.87149887085,"All students"
"Arizona",8,"Mathematics","25th",238.420000457764,243.050499725342,253.660501861572,-15.240501403808,"All students"
"Arkansas",8,"Mathematics","25th",239.497498321533,242.369500732422,248.077500152588,-8.580001831055,"All students"
"California",8,"Mathematics","25th",237.00599899292,240.744499206543,245.934999084473,-8.92900009155298,"All students"
"Colorado",8,"Mathematics","25th",249.311000061035,248.801000213623,258.922998046875,-9.61199798584002,"All students"
"Connecticut",8,"Mathematics","25th",245.681000518799,247.491999816895,257.424501037598,-11.743500518799,"All students"
"Delaware",8,"Mathematics","25th",234.642499542236,238.805999755859,250.341500854492,-15.699001312256,"All students"
"District of Columbia",8,"Mathematics","25th",230.042998504639,231.466500854492,240.014000701904,-9.97100219726499,"All students"
"DoDEA",8,"Mathematics","25th",268.914001464844,269.96350402832,270.252998352051,-1.33899688720703,"All students"
"Florida",8,"Mathematics","25th",240.209001159668,244.806999969482,251.151000213623,-10.941999053955,"All students"
"Georgia",8,"Mathematics","25th",240.70599975586,244.303499603272,252.718000030518,-12.012000274658,"All students"
"Hawaii",8,"Mathematics","25th",243.143000793457,244.579000854492,250.78450088501,-7.64150009155301,"All students"
